"wavelength","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
"370.1","0.06264","0.003748","0.0002872","0.0001465","8.79E-5","5.11E-5","3.02E-5","2.1E-5","1.27E-5","1.02E-5","5.08E-6","5.44E-6","4.03E-6","2.54E-6","7.14E-6","0","0","5.4E-6","-2.54E-6","0","0","0","1.63E-6","1.85E-6"
"370.9","0.05448","0.004759","0.0003112","0.0001461","0.0001036","3.71E-5","2.26E-5","2.1E-5","5.06E-6","1.01E-5","5.06E-6","9.75E-6","2.68E-6","5.06E-6","0","7.66E-6","6.43E-6","5.38E-6","0","0","-5.06E-6","5.06E-6","0","3.08E-6"
"371.7","0.04703","0.005929","0.0003282","0.0001453","9.51E-5","5.53E-5","3.37E-5","2.09E-5","5.03E-6","1.01E-5","1.26E-5","5.39E-6","5.33E-6","0","0","-1.52E-5","6.39E-6","5.36E-6","2.52E-6","3.6E-6","2.52E-6","0","4.85E-6","2.45E-6"
"372.6","0.04031","0.007483","0.0003767","0.0001578","0.0001026","5.05E-5","2.23E-5","1.38E-5","1.0E-5","7.5E-6","2.5E-6","7.5E-6","5.3E-6","5.0E-6","0","0","0","-5.33E-6","5.0E-6","1.08E-5","5.0E-6","0","1.61E-6","2.43E-6"
"373.4","0.03445","0.009403","0.0003739","0.0001566","9.4E-5","4.55E-5","2.59E-5","1.72E-5","7.46E-6","9.94E-6","2.49E-6","8.52E-6","6.58E-6","0","-6.99E-6","-7.53E-6","6.32E-6","1.06E-5","0","0","0","4.97E-6","3.2E-6","6.05E-7"
"374.2","0.0295","0.01164","0.0004351","0.0001758","8.6E-5","5.0E-5","2.95E-5","2.74E-5","7.44E-6","4.96E-6","2.48E-6","6.37E-6","2.63E-6","0","6.98E-6","0","1.89E-5","0","7.44E-6","3.55E-6","2.48E-6","0","1.59E-6","1.81E-6"
"375","0.02501","0.01463","0.0004808","0.0001681","0.0001009","4.51E-5","2.56E-5","2.38E-5","1.48E-5","9.86E-6","2.46E-6","6.34E-6","1.31E-6","2.46E-6","0","3.73E-5","6.26E-6","1.57E-5","2.46E-6","3.53E-6","-2.46E-6","7.39E-6","1.58E-6","1.2E-6"
"375.8","0.02106","0.01815","0.0005266","0.0001799","0.0001003","4.04E-5","2.55E-5","2.37E-5","4.89E-6","1.47E-5","0","9.43E-6","5.18E-6","2.45E-6","6.89E-6","7.42E-6","-6.22E-6","1.04E-5","7.34E-6","1.05E-5","-2.45E-6","4.89E-6","4.72E-6","2.38E-6"
"376.6","0.01808","0.02252","0.0005808","0.0002054","0.0001001","6.27E-5","2.91E-5","2.36E-5","1.46E-5","9.74E-6","2.44E-6","5.22E-6","5.16E-6","4.87E-6","6.88E-6","1.48E-5","1.24E-5","-5.2E-6","0","7.0E-6","-2.44E-6","-2.44E-6","3.13E-6","2.37E-6"
"377.4","0.01527","0.02784","0.0006794","0.0001847","0.000107","5.33E-5","3.61E-5","2.01E-5","9.68E-6","1.21E-5","2.42E-6","6.22E-6","5.12E-6","2.42E-6","-6.82E-6","7.35E-6","6.16E-6","5.16E-6","2.42E-6","0","-2.42E-6","2.42E-6","1.56E-6","1.77E-6"
"378.2","0.01304","0.03416","0.000749","0.000203","9.9E-5","5.75E-5","3.23E-5","2.0E-5","7.22E-6","9.63E-6","2.41E-6","4.13E-6","3.82E-6","2.41E-6","-6.8E-6","0","-6.14E-6","1.03E-5","2.41E-6","3.46E-6","4.82E-6","7.22E-6","3.1E-6","1.76E-6"
"379","0.01117","0.04136","0.0008526","0.0002081","0.0001211","6.16E-5","3.57E-5","1.99E-5","1.2E-5","9.58E-6","4.79E-6","7.19E-6","3.81E-6","4.79E-6","6.76E-6","-7.28E-6","1.22E-5","0","7.19E-6","-3.44E-6","2.4E-6","4.79E-6","1.54E-6","3.5E-6"
"379.8","0.009582","0.04966","0.0009784","0.0002067","0.0001128","6.12E-5","3.19E-5","2.97E-5","9.52E-6","9.52E-6","0","9.18E-6","3.78E-6","4.76E-6","6.71E-6","7.23E-6","0","1.02E-5","4.76E-6","6.83E-6","2.38E-6","2.38E-6","3.06E-6","1.16E-6"
"380.7","0.008274","0.05856","0.001131","0.0002429","0.0001196","6.95E-5","2.82E-5","1.64E-5","0","1.18E-5","2.37E-6","8.11E-6","2.51E-6","0","-6.67E-6","0","-6.03E-6","1.52E-5","7.1E-6","6.8E-6","0","0","4.56E-6","1.15E-6"
"381.5","0.0073","0.0677","0.00133","0.0002292","0.0001487","6.48E-5","3.51E-5","1.96E-5","1.18E-5","9.41E-6","0","7.06E-6","2.49E-6","4.7E-6","0","-7.15E-6","0","5.02E-6","2.35E-6","3.38E-6","-4.7E-6","2.35E-6","0","2.86E-6"
"382.3","0.006329","0.07674","0.0015","0.0002774","0.0001257","6.02E-5","3.14E-5","2.27E-5","1.17E-5","7.01E-6","7.01E-6","7.01E-6","-1.24E-6","-2.34E-6","6.6E-6","7.11E-6","-1.19E-5","-1.0E-5","0","6.72E-6","2.34E-6","0","4.51E-6","1.71E-6"
"383.1","0.005685","0.08443","0.001821","0.00027","0.0001252","5.57E-5","3.13E-5","1.62E-5","1.39E-5","1.39E-5","6.97E-6","6.97E-6","0","4.65E-6","6.57E-6","-7.08E-6","5.94E-6","0","4.65E-6","1.34E-5","0","-2.32E-6","-1.49E-6","5.65E-7"
"383.9","0.005041","0.0902","0.002098","0.0002924","0.0001316","6.8E-5","3.1E-5","1.92E-5","9.22E-6","1.15E-5","2.31E-6","6.91E-6","0","2.31E-6","0","7.03E-6","-5.9E-6","4.94E-6","4.61E-6","9.97E-6","0","6.91E-6","0","1.68E-6"
"384.7","0.00449","0.09337","0.002511","0.0003265","0.0001378","6.75E-5","3.42E-5","1.91E-5","1.83E-5","1.6E-5","-2.29E-6","7.85E-6","3.64E-6","4.58E-6","1.3E-5","1.4E-5","-1.17E-5","0","2.29E-6","6.6E-6","2.29E-6","0","1.47E-6","1.67E-6"
"385.5","0.003996","0.09394","0.00298","0.0003433","0.0001445","6.3E-5","3.41E-5","2.22E-5","1.59E-5","9.1E-6","4.55E-6","7.8E-6","1.21E-6","0","1.94E-5","6.95E-6","-1.17E-5","4.88E-6","6.83E-6","-3.28E-6","0","-4.55E-6","0","1.11E-6"
"386.3","0.003492","0.09139","0.003516","0.0003905","0.000151","6.27E-5","3.39E-5","1.89E-5","1.13E-5","1.81E-5","2.26E-6","7.75E-6","2.39E-6","9.04E-6","-1.28E-5","0","5.8E-6","9.71E-6","0","3.27E-6","-2.26E-6","4.52E-6","2.91E-6","2.2E-6"
"387.1","0.00307","0.08625","0.00416","0.0004171","0.0001567","6.21E-5","3.36E-5","3.44E-5","1.35E-5","6.73E-6","6.73E-6","6.73E-6","2.38E-6","2.24E-6","0","6.85E-6","0","0","4.49E-6","9.71E-6","-2.24E-6","-2.24E-6","2.88E-6","2.73E-6"
"388","0.002738","0.0794","0.004984","0.0004734","0.0001627","8.64E-5","3.0E-5","2.17E-5","1.34E-5","1.11E-5","1.11E-5","1.05E-5","1.18E-6","6.68E-6","0","1.36E-5","1.14E-5","0","0","1.29E-5","2.23E-6","2.23E-6","2.86E-6","2.17E-6"
"388.8","0.002389","0.07202","0.005923","0.0004996","0.0001545","8.57E-5","3.31E-5","1.85E-5","1.55E-5","1.1E-5","6.63E-6","1.04E-5","4.68E-6","2.21E-6","-6.27E-6","0","5.66E-6","0","4.42E-6","3.19E-6","0","0","0","2.15E-6"
"389.6","0.0021","0.06398","0.00695","0.0005549","0.0001673","8.91E-5","2.96E-5","3.36E-5","1.31E-5","1.53E-5","1.53E-5","1.03E-5","0","4.38E-6","6.22E-6","1.34E-5","-1.12E-5","9.42E-6","2.19E-6","0","0","0","0","1.6E-6"
"390.4","0.00188","0.05655","0.00833","0.0006153","0.000173","8.05E-5","4.24E-5","2.73E-5","1.74E-5","1.95E-5","8.68E-6","1.02E-5","4.6E-6","4.34E-6","-6.18E-6","6.65E-6","1.12E-5","0","6.51E-6","-3.15E-6","-4.34E-6","2.17E-6","0","1.58E-6"
"391.2","0.001652","0.04952","0.009959","0.0006806","0.0001786","7.59E-5","4.54E-5","3.01E-5","2.15E-5","1.72E-5","8.61E-6","1.02E-5","3.42E-6","2.15E-6","-6.14E-6","0","0","4.64E-6","6.46E-6","6.25E-6","2.15E-6","4.31E-6","4.15E-6","1.57E-6"
"392","0.001466","0.04331","0.01181","0.000776","0.0001765","8.69E-5","3.84E-5","2.09E-5","1.49E-5","1.92E-5","6.4E-6","1.1E-5","2.26E-6","8.54E-6","-6.06E-6","0","-1.1E-5","9.18E-6","6.4E-6","9.26E-6","-2.14E-6","4.27E-6","5.49E-6","1.56E-6"
"392.8","0.001339","0.03791","0.01403","0.0009135","0.0001754","8.63E-5","4.14E-5","2.66E-5","1.91E-5","1.69E-5","1.27E-5","9.98E-6","1.12E-6","2.12E-6","0","0","0","-4.56E-6","4.23E-6","-3.07E-6","-2.12E-6","2.12E-6","4.08E-6","5.15E-7"
"393.6","0.001197","0.03296","0.0165","0.00107","0.0002077","8.96E-5","3.48E-5","2.06E-5","1.47E-5","1.68E-5","6.3E-6","1.26E-5","3.33E-6","8.4E-6","-5.98E-6","3.22E-5","-5.4E-6","0","4.2E-6","0","-2.1E-6","2.1E-6","4.05E-6","2.04E-6"
"394.4","0.001084","0.02875","0.01946","0.001191","0.0002129","8.9E-5","3.77E-5","3.21E-5","2.71E-5","2.08E-5","1.25E-5","1.43E-5","5.51E-6","6.24E-6","-5.94E-6","1.92E-5","0","4.5E-6","2.08E-6","6.05E-6","-6.24E-6","4.16E-6","0","2.53E-6"
"395.3","0.0009964","0.02488","0.02296","0.001398","0.0002307","9.58E-5","4.66E-5","2.6E-5","1.86E-5","2.06E-5","1.86E-5","1.59E-5","3.28E-6","0","5.89E-6","-1.27E-5","0","0","6.19E-6","5.99E-6","0","2.06E-6","1.33E-6","2.01E-6"
"396.1","0.0008892","0.0215","0.02662","0.001604","0.0002159","9.89E-5","4.94E-5","2.87E-5","2.45E-5","1.63E-5","1.84E-5","1.49E-5","3.24E-6","1.02E-5","5.84E-6","1.26E-5","-2.11E-5","-4.42E-6","6.13E-6","2.97E-6","-4.08E-6","4.08E-6","0","2.98E-6"
"396.9","0.0008052","0.01849","0.031","0.001864","0.0002399","9.05E-5","3.98E-5","2.56E-5","2.83E-5","2.02E-5","2.02E-5","2.26E-5","1.07E-6","4.05E-6","-5.79E-6","1.25E-5","-1.57E-5","-1.31E-5","6.07E-6","2.95E-6","0","4.05E-6","0","2.46E-6"
"397.7","0.0007618","0.01596","0.03565","0.002191","0.0002569","0.0001083","5.15E-5","3.38E-5","2.41E-5","2.01E-5","2.01E-5","1.98E-5","2.12E-6","2.01E-6","0","1.24E-5","0","0","4.01E-6","2.92E-6","2.01E-6","-2.01E-6","1.29E-6","2.44E-6"
"398.5","0.0006809","0.01386","0.0411","0.002591","0.0002739","0.0001111","5.11E-5","2.52E-5","2.98E-5","2.19E-5","2.19E-5","2.39E-5","0","5.96E-6","5.69E-6","1.23E-5","0","8.61E-6","3.98E-6","-2.9E-6","0","0","-1.28E-6","1.93E-6"
"399.3","0.0006335","0.01203","0.04708","0.003035","0.000303","0.0001064","4.47E-5","3.05E-5","3.15E-5","2.36E-5","2.75E-5","2.61E-5","2.08E-6","1.97E-6","-5.64E-6","1.82E-5","5.09E-6","8.53E-6","5.9E-6","0","0","0","0","2.87E-6"
"400.1","0.0005964","0.01045","0.05364","0.003564","0.0002986","0.0001049","4.4E-5","2.73E-5","2.52E-5","2.32E-5","2.52E-5","2.82E-5","1.02E-6","1.94E-6","1.11E-5","1.2E-5","0","4.2E-6","1.94E-6","-2.83E-6","1.94E-6","0","-1.24E-6","2.82E-6"
"400.9","0.0005541","0.009115","0.06072","0.004132","0.0003416","0.0001135","4.03E-5","3.21E-5","2.85E-5","2.85E-5","2.66E-5","3.17E-5","3.02E-6","3.8E-6","1.09E-5","1.76E-5","-4.92E-6","4.12E-6","0","2.77E-6","-1.9E-6","3.8E-6","2.44E-6","0"
"401.7","0.0005284","0.007956","0.06818","0.004806","0.0003775","0.0001252","4.23E-5","3.41E-5","2.98E-5","2.61E-5","2.98E-5","3.91E-5","9.86E-7","1.86E-6","5.34E-6","5.75E-6","4.82E-6","-4.04E-6","3.73E-6","0","0","1.86E-6","2.4E-6","1.81E-6"
"402.6","0.000464","0.007006","0.07513","0.00573","0.0003839","0.0001301","5.28E-5","2.84E-5","3.3E-5","2.93E-5","2.93E-5","3.85E-5","1.94E-6","0","0","1.13E-5","0","-1.19E-5","1.83E-6","-2.68E-6","3.67E-6","1.83E-6","1.18E-6","8.92E-7"
"403.4","0.0004443","0.006182","0.08213","0.006752","0.0004566","0.0001424","5.78E-5","3.84E-5","3.26E-5","2.54E-5","2.9E-5","5.14E-5","2.88E-6","7.25E-6","5.21E-6","5.61E-6","-4.7E-6","-7.88E-6","3.63E-6","5.3E-6","0","1.81E-6","0","1.76E-6"
"404.2","0.0004284","0.005513","0.08811","0.007956","0.0004989","0.0001511","5.45E-5","3.8E-5","3.24E-5","2.7E-5","2.7E-5","5.72E-5","3.81E-6","0","0","-5.55E-6","4.66E-6","3.9E-6","3.6E-6","0","5.39E-6","3.6E-6","1.16E-6","1.31E-6"
"405","0.000411","0.004843","0.09274","0.009457","0.0005596","0.0001701","5.41E-5","4.03E-5","3.75E-5","3.21E-5","2.68E-5","6.15E-5","9.45E-7","7.14E-6","0","5.52E-6","9.25E-6","0","3.57E-6","2.61E-6","0","3.57E-6","1.15E-6","1.3E-6"
"405.8","0.0003793","0.004322","0.09529","0.01113","0.0006485","0.0001756","5.38E-5","4.25E-5","3.19E-5","3.19E-5","2.66E-5","7.18E-5","1.88E-6","1.77E-6","1.02E-5","5.48E-6","9.19E-6","3.85E-6","3.55E-6","-5.18E-6","1.77E-6","1.77E-6","1.14E-6","1.73E-6"
"406.6","0.0003716","0.003843","0.09548","0.01301","0.0007201","0.0002149","6.15E-5","4.73E-5","4.4E-5","2.82E-5","2.64E-5","7.98E-5","1.87E-6","5.28E-6","1.52E-5","1.09E-5","1.83E-5","-3.83E-6","1.06E-5","2.58E-6","0","1.76E-6","1.13E-6","2.57E-6"
"407.5","0.0003602","0.003375","0.09306","0.01527","0.0008401","0.00022","7.17E-5","3.7E-5","4.2E-5","3.15E-5","3.15E-5","9.13E-5","3.7E-6","3.5E-6","-1.51E-5","1.62E-5","9.08E-6","-3.8E-6","1.75E-6","5.12E-6","1.75E-6","0","1.12E-6","2.55E-6"
"408.3","0.000338","0.003004","0.08868","0.01791","0.0009426","0.0002578","6.33E-5","4.9E-5","3.65E-5","3.47E-5","2.95E-5","0.0001027","2.76E-6","1.74E-6","9.98E-6","-1.08E-5","9.02E-6","7.55E-6","3.47E-6","2.54E-6","0","1.74E-6","2.23E-6","1.69E-6"
"409.1","0.0003157","0.002667","0.08238","0.02073","0.00108","0.0002819","7.33E-5","4.38E-5","3.79E-5","3.1E-5","3.1E-5","0.0001206","1.82E-6","0","1.49E-5","1.07E-5","4.47E-6","0","5.16E-6","7.56E-6","0","3.44E-6","0","1.67E-6"
"409.9","0.0003134","0.002373","0.07484","0.02412","0.001261","0.0003124","6.49E-5","4.59E-5","4.1E-5","3.42E-5","3.59E-5","0.0001308","3.62E-6","5.13E-6","9.83E-6","5.3E-6","8.88E-6","3.72E-6","3.42E-6","2.5E-6","-1.71E-6","3.42E-6","0","1.25E-6"
"410.8","0.0003089","0.002081","0.06709","0.02809","0.001461","0.0003592","7.23E-5","4.32E-5","4.58E-5","3.4E-5","2.55E-5","0.0001468","3.6E-6","3.4E-6","9.78E-6","2.11E-5","4.42E-6","-7.4E-6","3.4E-6","7.47E-6","3.4E-6","3.4E-6","2.18E-6","1.65E-6"
"411.6","0.0002878","0.001844","0.0595","0.03237","0.001717","0.000405","7.45E-5","5.49E-5","4.55E-5","2.7E-5","2.53E-5","0.0001572","4.46E-6","5.05E-6","0","5.23E-6","0","0","1.69E-6","2.47E-6","3.37E-6","1.69E-6","3.25E-6","2.05E-6"
"412.4","0.0002857","0.001665","0.05239","0.03743","0.001969","0.0004658","8.41E-5","5.69E-5","4.85E-5","3.68E-5","3.18E-5","0.0001752","5.32E-6","3.35E-6","-1.45E-5","5.2E-6","0","0","1.67E-6","-4.91E-6","0","0","1.08E-6","2.44E-6"
"413.2","0.0002732","0.001465","0.04611","0.04264","0.002281","0.0005046","8.11E-5","5.89E-5","4.82E-5","3.66E-5","2.99E-5","0.0001942","2.64E-6","3.32E-6","9.59E-6","1.03E-5","4.33E-6","1.09E-5","0","4.88E-6","1.66E-6","-1.66E-6","0","2.02E-6"
"414","0.000266","0.001332","0.04095","0.04866","0.002671","0.0005982","8.06E-5","5.62E-5","4.95E-5","3.46E-5","2.64E-5","0.000205","2.62E-6","3.3E-6","-4.77E-6","0","8.61E-6","3.61E-6","0","2.43E-6","1.65E-6","4.95E-6","1.06E-6","2.01E-6"
"414.9","0.0002506","0.001194","0.03621","0.05484","0.003085","0.0006648","9.25E-5","6.28E-5","5.57E-5","3.77E-5","2.79E-5","0.0002236","2.6E-6","3.28E-6","-4.73E-6","0","8.55E-6","7.16E-6","4.92E-6","2.41E-6","3.28E-6","-1.64E-6","0","1.2E-6"
"415.7","0.0002595","0.001071","0.03228","0.06164","0.003627","0.0007723","9.68E-5","6.46E-5","5.86E-5","3.58E-5","3.25E-5","0.0002405","4.31E-6","1.63E-6","-4.7E-6","0","-8.49E-6","-3.56E-6","3.25E-6","2.39E-6","0","1.63E-6","0","1.19E-6"
"416.5","0.0002394","0.0009871","0.02923","0.06839","0.004216","0.0008948","9.87E-5","7.11E-5","5.98E-5","3.88E-5","3.55E-5","0.0002514","4.27E-6","3.23E-6","0","1.51E-5","4.22E-6","3.54E-6","0","2.38E-6","3.23E-6","0","1.04E-6","1.18E-6"
"417.3","0.0002351","0.0008932","0.0262","0.07476","0.004871","0.000993","0.0001225","7.29E-5","5.29E-5","4.01E-5","2.89E-5","0.0002652","7.64E-6","1.6E-6","0","9.99E-6","4.19E-6","3.51E-6","3.21E-6","2.36E-6","3.21E-6","0","2.06E-6","3.9E-7"
"418.1","0.0002258","0.0008012","0.02364","0.08062","0.005696","0.001152","0.0001242","7.25E-5","6.53E-5","3.82E-5","2.87E-5","0.0002771","5.06E-6","3.18E-6","-4.61E-6","-4.97E-6","4.16E-6","0","4.78E-6","2.35E-6","3.18E-6","1.59E-6","3.07E-6","3.87E-7"
"419","0.0002193","0.0007458","0.02142","0.08503","0.006608","0.001305","0.0001357","7.66E-5","6.32E-5","4.11E-5","3.64E-5","0.0002835","4.19E-6","3.16E-6","4.59E-6","0","0","3.47E-6","4.74E-6","2.33E-6","3.16E-6","0","0","3.85E-7"
"419.8","0.0002156","0.0006657","0.01908","0.08842","0.007699","0.001507","0.0001374","7.62E-5","6.44E-5","3.93E-5","3.14E-5","0.0002887","4.99E-6","3.14E-6","0","4.91E-6","0","1.04E-5","1.57E-6","4.64E-6","1.57E-6","3.14E-6","0","7.64E-7"
"420.6","0.0002039","0.000612","0.01696","0.0898","0.008868","0.001721","0.000161","8.46E-5","6.72E-5","3.28E-5","3.12E-5","0.0002992","6.61E-6","4.69E-6","0","0","1.23E-5","3.43E-6","-1.56E-6","-2.31E-6","4.69E-6","0","0","2.28E-6"
"421.4","0.0002055","0.0005751","0.01508","0.08926","0.01023","0.001974","0.0001627","9.09E-5","6.68E-5","4.5E-5","3.42E-5","0.0002996","4.93E-6","4.66E-6","4.51E-6","9.72E-6","4.07E-6","6.83E-6","4.66E-6","-2.3E-6","1.55E-6","0","2.0E-6","1.89E-6"
"422.3","0.0002014","0.0005309","0.01325","0.08666","0.01174","0.002239","0.0001781","9.24E-5","7.1E-5","4.17E-5","2.93E-5","0.0003051","8.17E-6","3.09E-6","-4.48E-6","1.93E-5","-4.04E-6","-3.39E-6","4.63E-6","0","4.63E-6","3.09E-6","2.98E-6","7.51E-7"
"423.1","0.0001908","0.0005112","0.01163","0.08232","0.01349","0.002554","0.0001966","9.87E-5","7.22E-5","3.84E-5","2.61E-5","0.0003077","6.5E-6","1.54E-6","1.34E-5","9.62E-6","-4.03E-6","3.38E-6","3.07E-6","2.27E-6","0","-1.54E-6","1.97E-6","1.12E-6"
"423.9","0.000195","0.0004503","0.01017","0.07665","0.0155","0.002901","0.0002125","0.0001114","7.79E-5","4.12E-5","3.36E-5","0.0003047","8.9E-6","3.06E-6","0","9.58E-6","4.02E-6","6.73E-6","3.06E-6","2.26E-6","0","3.06E-6","9.82E-7","7.43E-7"
"424.7","0.0001915","0.0004357","0.008949","0.07007","0.01771","0.003315","0.000247","0.0001086","7.14E-5","4.1E-5","3.04E-5","0.0003057","7.24E-6","4.56E-6","-4.42E-6","9.53E-6","7.99E-6","0","3.04E-6","2.25E-6","0","0","1.95E-6","1.85E-6"
"425.5","0.0001835","0.0003946","0.007877","0.06306","0.02025","0.003718","0.0002652","0.000117","7.41E-5","4.08E-5","2.72E-5","0.0002924","9.61E-6","3.02E-6","4.41E-6","9.5E-6","-1.2E-5","6.67E-6","4.54E-6","-2.25E-6","1.51E-6","3.02E-6","9.72E-7","1.1E-6"
"426.4","0.0001821","0.0003767","0.006927","0.05582","0.02294","0.004277","0.000303","0.0001227","7.51E-5","3.46E-5","3.16E-5","0.0002827","1.19E-5","-1.5E-6","0","4.71E-6","3.95E-6","0","1.5E-6","6.69E-6","3.01E-6","1.5E-6","1.93E-6","1.1E-6"
"427.2","0.0001763","0.0003567","0.006091","0.04938","0.02585","0.004761","0.0003226","0.0001265","7.62E-5","4.33E-5","2.99E-5","0.0002824","1.19E-5","7.47E-6","8.71E-6","1.41E-5","3.93E-6","-3.3E-6","-1.49E-6","6.65E-6","1.49E-6","1.49E-6","1.92E-6","1.45E-6"
"428","0.0001732","0.0003371","0.00554","0.04369","0.02912","0.005379","0.0003772","0.0001368","8.04E-5","3.42E-5","2.68E-5","0.0002728","1.34E-5","0","4.34E-6","4.67E-6","-7.84E-6","0","-2.98E-6","2.21E-6","1.49E-6","0","0","7.24E-7"
"428.8","0.0001726","0.0003242","0.004995","0.03856","0.03267","0.00606","0.0004151","0.0001685","8.0E-5","4.0E-5","2.67E-5","0.000267","1.65E-5","0","4.32E-6","9.31E-6","3.91E-6","6.55E-6","5.93E-6","-2.2E-6","1.48E-6","2.96E-6","1.91E-6","1.8E-6"
"429.6","0.000172","0.000302","0.004442","0.03432","0.03653","0.006865","0.0004681","0.0001721","7.66E-5","3.98E-5","2.8E-5","0.0002558","1.87E-5","4.42E-6","4.31E-6","-4.64E-6","0","3.26E-6","4.42E-6","2.19E-6","2.95E-6","4.42E-6","1.89E-6","1.08E-6"
"430.5","0.0001469","0.0002917","0.004055","0.03066","0.04069","0.007699","0.000528","0.0001927","7.78E-5","3.96E-5","3.08E-5","0.0002471","1.79E-5","0","0","4.62E-6","3.87E-6","-3.25E-6","2.94E-6","4.37E-6","1.47E-6","2.94E-6","0","1.79E-6"
"431.3","0.0001511","0.000258","0.003722","0.0277","0.04517","0.008596","0.0005995","0.0002111","8.32E-5","3.36E-5","2.63E-5","0.000233","2.32E-5","1.46E-6","4.27E-6","0","3.86E-6","-3.23E-6","0","4.35E-6","2.92E-6","1.46E-6","1.88E-6","0"
"432.1","0.0001577","0.0002596","0.003355","0.02494","0.04995","0.009707","0.0006789","0.0002272","7.41E-5","3.92E-5","2.76E-5","0.0002274","2.85E-5","1.45E-6","8.5E-6","0","-3.84E-6","3.22E-6","0","4.33E-6","0","1.45E-6","9.34E-7","7.07E-7"
"432.9","0.0001449","0.0002554","0.003047","0.02265","0.05491","0.01085","0.000762","0.0002471","7.23E-5","3.47E-5","2.75E-5","0.000224","3.06E-5","1.45E-6","1.27E-5","4.56E-6","-3.82E-6","0","1.45E-6","2.15E-6","2.89E-6","2.89E-6","2.79E-6","1.06E-6"
"433.8","0.0001493","0.0002342","0.002713","0.02043","0.06013","0.01209","0.0008732","0.0002778","8.35E-5","4.03E-5","2.45E-5","0.0002134","3.28E-5","1.44E-6","8.43E-6","1.36E-5","-3.81E-6","3.19E-6","0","-6.44E-6","2.88E-6","1.44E-6","1.85E-6","1.75E-6"
"434.6","0.0001438","0.0002246","0.002443","0.01856","0.06549","0.01344","0.0009739","0.0003059","8.45E-5","3.44E-5","2.72E-5","0.000196","3.71E-5","2.86E-6","0","0","-7.59E-6","6.36E-6","-1.43E-6","0","1.43E-6","2.86E-6","2.76E-6","1.39E-6"
"435.4","0.000131","0.000206","0.002193","0.01682","0.07085","0.01487","0.001101","0.0003396","8.12E-5","3.7E-5","2.56E-5","0.0001919","4.3E-5","1.42E-6","-4.17E-6","0","0","0","-1.42E-6","2.13E-6","2.85E-6","0","9.15E-7","1.04E-6"
"436.2","0.0001376","0.0002195","0.001987","0.01498","0.07613","0.01649","0.001254","0.0003834","8.07E-5","3.4E-5","2.41E-5","0.0001841","4.58E-5","4.25E-6","0","4.48E-6","3.76E-6","3.15E-6","0","0","-1.42E-6","2.83E-6","2.73E-6","6.89E-7"
"437","0.0001325","0.0001991","0.00176","0.01338","0.08113","0.01805","0.001423","0.0004314","7.89E-5","3.81E-5","2.54E-5","0.0001776","5.02E-5","0","8.3E-6","0","0","3.14E-6","0","4.22E-6","1.41E-6","1.41E-6","-9.06E-7","6.86E-7"
"437.8","0.0001341","0.0001808","0.001588","0.0119","0.08592","0.01992","0.00158","0.0004702","8.41E-5","3.65E-5","2.38E-5","0.00017","5.81E-5","-1.4E-6","4.12E-6","8.88E-6","3.72E-6","-6.24E-6","1.4E-6","2.1E-6","0","0","1.8E-6","6.82E-7"
"438.6","0.0001287","0.0001856","0.001388","0.01056","0.08957","0.02166","0.001808","0.0005354","7.81E-5","3.63E-5","2.51E-5","0.0001588","6.38E-5","1.4E-6","0","-4.42E-6","1.11E-5","9.31E-6","0","2.09E-6","0","0","1.79E-6","1.02E-6"
"439.4","0.0001283","0.0001822","0.001278","0.009311","0.09269","0.0236","0.002074","0.0006114","8.05E-5","3.61E-5","2.36E-5","0.0001544","6.72E-5","-4.17E-6","0","1.32E-5","-3.69E-6","9.28E-6","-1.39E-6","2.08E-6","1.39E-6","2.78E-6","3.57E-6","1.01E-6"
"440.2","0.0001206","0.000164","0.00114","0.008254","0.09489","0.02565","0.002327","0.0006866","8.57E-5","3.87E-5","2.76E-5","0.0001493","6.9E-5","0","8.13E-6","0","7.34E-6","6.15E-6","0","0","-1.38E-6","-1.38E-6","8.87E-7","1.34E-6"
"441.1","0.0001202","0.000155","0.001043","0.007364","0.09589","0.02755","0.002612","0.000768","8.1E-5","3.43E-5","2.61E-5","0.0001378","7.24E-5","1.37E-6","-4.05E-6","1.31E-5","1.46E-5","3.07E-6","-1.37E-6","4.13E-6","1.37E-6","1.37E-6","8.83E-7","6.68E-7"
"441.9","0.0001152","0.000157","0.0009591","0.006476","0.0959","0.02958","0.002961","0.0008597","8.9E-5","3.69E-5","2.19E-5","0.0001312","7.28E-5","-1.37E-6","8.07E-6","0","0","9.16E-6","2.73E-6","-2.05E-6","-1.37E-6","2.73E-6","2.64E-6","1.33E-6"
"442.7","0.0001147","0.0001453","0.0008724","0.005779","0.0938","0.03148","0.003329","0.0009767","9.01E-5","3.54E-5","2.45E-5","0.0001229","7.18E-5","2.72E-6","-8.03E-6","1.3E-5","0","3.04E-6","2.72E-6","-4.09E-6","2.72E-6","5.44E-6","1.75E-6","6.62E-7"
"443.5","0.0001144","0.000145","0.0007955","0.00526","0.09119","0.03387","0.003745","0.001091","9.24E-5","3.66E-5","2.57E-5","0.0001194","7.29E-5","4.06E-6","8.01E-6","4.31E-6","-3.62E-6","0","2.71E-6","0","4.06E-6","1.36E-6","1.74E-6","9.88E-7"
